DATAFLOW,AUDST,COMD_RN,COUNTRYCODE,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2020,2019,0,2020-03-31,INR,1447097411830
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2020,2019,0,2020-03-31,USD,1373300476
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2020,2019,0,2020-03-31,INR,40183469660
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2020,2019,0,2020-03-31,USD,827904464
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2020,2019,0,2020-03-31,USD,490797424
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2020,2019,0,2020-03-31,INR,380864605160
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2020,2019,0,2020-03-31,USD,19643988088
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2020,2019,0,2020-03-31,USD,5376660006
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2020,2019,0,2020-03-31,INR,97248394400
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2020,2019,0,2020-03-31,USD,35898489157
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2020,2019,0,2020-03-31,INR,34637292620
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2020,2019,0,2020-03-31,USD,20415492336
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2020,2019,0,2020-03-31,INR,1096905758640
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_LEATH,N_A,AFY,2020,2019,0,2020-03-31,INR,329710797810
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN,N_A,AFY,2020,2019,0,2020-03-31,USD,10027729105
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2020,2019,0,2020-03-31,USD,15488065890
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2020,2019,0,2020-03-31,USD,905146571
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2020,2019,0,2020-03-31,INR,1392044965410
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2020,2019,0,2020-03-31,USD,826528917
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2020,2019,0,2020-03-31,INR,64093922520
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2020,2019,0,2020-03-31,INR,58613534660
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2020,2019,0,2020-03-31,USD,738857352
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN_HL,N_A,AFY,2020,2019,0,2020-03-31,INR,710544325910
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2020,2019,0,2020-03-31,USD,566816777
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2020,2019,0,2020-03-31,INR,24275766710
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2020,2019,0,2020-03-31,INR,5576025368410
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2020,2019,0,2020-03-31,INR,454266561390
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2020,2019,0,2020-03-31,INR,2541141961790
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2020,2019,0,2020-03-31,USD,6403244295
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2020,2019,0,2020-03-31,USD,78704382877
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2020,2019,0,2020-03-31,INR,58511078270
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2020,2019,0,2020-03-31,USD,3621381404
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2019,2018,0,2019-03-31,INR,1323292408600
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2019,2018,0,2019-03-31,INR,2814080920290
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2019,2018,0,2019-03-31,INR,425524781560
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2019,2018,0,2019-03-31,USD,324926736
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_LEATH,N_A,AFY,2019,2018,0,2019-03-31,INR,359340485310
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN_HL,N_A,AFY,2019,2018,0,2019-03-31,INR,783741791400
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2019,2018,0,2019-03-31,INR,105574751940
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2019,2018,0,2019-03-31,USD,830930522
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2019,2018,0,2019-03-31,USD,654429802
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2019,2018,0,2019-03-31,USD,981333594
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_LEATH,N_A,AFY,2019,2018,0,2019-03-31,USD,5140847498
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2019,2018,0,2019-03-31,USD,3322446836
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2019,2018,0,2019-03-31,INR,232177725680
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2019,2018,0,2019-03-31,USD,1481809977
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2019,2018,0,2019-03-31,INR,25560375150
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2019,2018,0,2019-03-31,USD,364463769
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2019,2018,0,2019-03-31,USD,822336179
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN,N_A,AFY,2019,2018,0,2019-03-31,USD,11215147477
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2019,2018,0,2019-03-31,USD,18916350209
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2019,2018,0,2019-03-31,INR,103748770700
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2019,2018,0,2019-03-31,INR,539754674930
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2019,2018,0,2019-03-31,INR,45791727030
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2019,2018,0,2019-03-31,INR,5840935883010
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2019,2018,0,2019-03-31,USD,83621649991
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2019,2018,0,2019-03-31,USD,40251032022
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2019,2018,0,2019-03-31,USD,6078702516
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2019,2018,0,2019-03-31,INR,1127013042286
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2019,2018,0,2019-03-31,USD,19330161595
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2019,2018,0,2019-03-31,USD,16138292409
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2019,2018,0,2019-03-31,INR,1351995449850
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2019,2018,0,2019-03-31,USD,7750605984
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2019,2018,0,2019-03-31,INR,68586079270
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2019,2018,0,2019-03-31,USD,1508649304
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2019,2018,0,2019-03-31,INR,58283383470
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2019,2018,0,2019-03-31,INR,22742648680
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2019,2018,0,2019-03-31,INR,57219754410
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2018,2017,0,2018-03-31,INR,1101161739990
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN_HL,N_A,AFY,2018,2017,0,2018-03-31,INR,661407937400
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2018,2017,0,2018-03-31,USD,41544443962
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2018,2017,0,2018-03-31,INR,59452798990
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2018,2017,0,2018-03-31,INR,1076439970440
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2018,2017,0,2018-03-31,USD,968569570
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2018,2017,0,2018-03-31,INR,24485242520
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2018,2017,0,2018-03-31,USD,16706943120
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2018,2017,0,2018-03-31,USD,3115372869
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_LEATH,N_A,AFY,2018,2017,0,2018-03-31,USD,5289126260
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2018,2017,0,2018-03-31,INR,1063348643169.9999
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2018,2017,0,2018-03-31,INR,70431477610
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2018,2017,0,2018-03-31,INR,5073152334060
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2018,2017,0,2018-03-31,USD,1093158592
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2018,2017,0,2018-03-31,INR,92148777250
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2018,2017,0,2018-03-31,USD,837359776
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2018,2017,0,2018-03-31,INR,465878591890
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2018,2017,0,2018-03-31,INR,62453556680
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_LEATH,N_A,AFY,2018,2017,0,2018-03-31,INR,340843287930
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2018,2017,0,2018-03-31,USD,1429842455
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2018,2017,0,2018-03-31,INR,2678328509740
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2018,2017,0,2018-03-31,USD,78695688615
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2018,2017,0,2018-03-31,USD,379827867
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2018,2017,0,2018-03-31,INR,503079013080
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN,N_A,AFY,2018,2017,0,2018-03-31,USD,10260364080
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2018,2017,0,2018-03-31,USD,16496298727
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2018,2017,0,2018-03-31,USD,17082347172
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2018,2017,0,2018-03-31,USD,7225148642
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2018,2017,0,2018-03-31,USD,922409524
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2018,2017,0,2018-03-31,INR,60217101390
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2018,2017,0,2018-03-31,INR,200849065760
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2018,2017,0,2018-03-31,USD,335080424
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2018,2017,0,2018-03-31,USD,7806151149
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2018,2017,0,2018-03-31,USD,934250238
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2018,2017,0,2018-03-31,INR,21586741350
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2018,2017,0,2018-03-31,INR,53966458890
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2017,2016,0,2017-03-31,USD,731255846
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2017,2016,0,2017-03-31,INR,54100984610
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2017,2016,0,2017-03-31,USD,5733786776
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2017,2016,0,2017-03-31,INR,1115718342900
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2017,2016,0,2017-03-31,INR,20802298070
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2017,2016,0,2017-03-31,USD,11552659357
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_LEATH,N_A,AFY,2017,2016,0,2017-03-31,INR,346510065750
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2017,2016,0,2017-03-31,INR,191112509340
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2017,2016,0,2017-03-31,USD,842840523
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2017,2016,0,2017-03-31,USD,5765600933
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2017,2016,0,2017-03-31,INR,774811230890
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2017,2016,0,2017-03-31,USD,43412764484
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN_HL,N_A,AFY,2017,2016,0,2017-03-31,INR,661604897770
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2017,2016,0,2017-03-31,USD,17368152323
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2017,2016,0,2017-03-31,INR,99920914620
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2017,2016,0,2017-03-31,INR,56464261400
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2017,2016,0,2017-03-31,INR,64239696750
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2017,2016,0,2017-03-31,INR,4505917815960
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN,N_A,AFY,2017,2016,0,2017-03-31,USD,9862201926
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2017,2016,0,2017-03-31,USD,67216118472
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2017,2016,0,2017-03-31,INR,1164590170100
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2017,2016,0,2017-03-31,USD,1490193172
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2017,2016,0,2017-03-31,INR,386703636160
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2017,2016,0,2017-03-31,USD,83933499
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2017,2016,0,2017-03-31,USD,805447587
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2017,2016,0,2017-03-31,INR,52786119380
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2017,2016,0,2017-03-31,USD,16639553001
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2017,2016,0,2017-03-31,USD,786933117
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_LEATH,N_A,AFY,2017,2016,0,2017-03-31,USD,5165599107
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2017,2016,0,2017-03-31,INR,49056395840
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2017,2016,0,2017-03-31,INR,2909033191100
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2017,2016,0,2017-03-31,INR,384427864620
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2017,2016,0,2017-03-31,INR,5614212010
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2017,2016,0,2017-03-31,USD,958687612
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2017,2016,0,2017-03-31,USD,309947005
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2017,2016,0,2017-03-31,USD,2851949480
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2016,2015,0,2016-03-31,INR,19350306140
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2016,2015,0,2016-03-31,INR,64516585450
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2016,2015,0,2016-03-31,USD,295355169
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2016,2015,0,2016-03-31,INR,51254452060
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2016,2015,0,2016-03-31,INR,1097055744780
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2016,2015,0,2016-03-31,USD,39284272511
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2016,2015,0,2016-03-31,INR,47189993860
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2016,2015,0,2016-03-31,INR,722728044570
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2016,2015,0,2016-03-31,USD,61949529324
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2016,2015,0,2016-03-31,USD,11038653021
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2016,2015,0,2016-03-31,INR,94260221820
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TEA,N_A,AFY,2016,2015,0,2016-03-31,USD,720028339
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2016,2015,0,2016-03-31,USD,553012245
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2016,2015,0,2016-03-31,INR,382019934570
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RIC,N_A,AFY,2016,2015,0,2016-03-31,USD,5846619667
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_LEATH,N_A,AFY,2016,2015,0,2016-03-31,INR,353672844360
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2016,2015,0,2016-03-31,INR,35995565250
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN_HL,N_A,AFY,2016,2015,0,2016-03-31,INR,662254263310
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2016,2015,0,2016-03-31,INR,302387810760
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2016,2015,0,2016-03-31,INR,1110194281090
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2016,2015,0,2016-03-31,USD,783869043
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2016,2015,0,2016-03-31,USD,2541459439
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2016,2015,0,2016-03-31,USD,36177840
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN,N_A,AFY,2016,2015,0,2016-03-31,USD,10119355361
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2016,2015,0,2016-03-31,INR,50279874400
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_RMG_TEXTLS,N_A,AFY,2016,2015,0,2016-03-31,USD,16964360427
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2016,2015,0,2016-03-31,USD,16765414956
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2016,2015,0,2016-03-31,INR,166301368730
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_GEMS,N_A,AFY,2016,2015,0,2016-03-31,INR,2574208134750
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_LEATH,N_A,AFY,2016,2015,0,2016-03-31,USD,5407844306
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CARPET,N_A,AFY,2016,2015,0,2016-03-31,USD,1440066592
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2016,2015,0,2016-03-31,INR,2311408660
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ENG_GDS,N_A,AFY,2016,2015,0,2016-03-31,INR,4050596192770
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2016,2015,0,2016-03-31,USD,982013452
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_MAR_PRD,N_A,AFY,2016,2015,0,2016-03-31,USD,4617796926
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CASHEW,N_A,AFY,2016,2015,0,2016-03-31,USD,768554344
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_ORG_INORG_CHEM,N_A,AFY,2015,2014,0,2015-03-31,INR,708114153120
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_DRGS_PHARCTCLS,N_A,AFY,2015,2014,0,2015-03-31,INR,934991570470
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CFF,N_A,AFY,2015,2014,0,2015-03-31,INR,49732546270
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2015,2014,0,2015-03-31,USD,1324173941
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_TOC,N_A,AFY,2015,2014,0,2015-03-31,INR,58687479650
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_OIL_ML,N_A,AFY,2015,2014,0,2015-03-31,INR,81291760630
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_SPI,N_A,AFY,2015,2014,0,2015-03-31,INR,148477535700
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_JTE_MFG_FLR_COVRNG,N_A,AFY,2015,2014,0,2015-03-31,USD,296963960
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_IRN_ORE,N_A,AFY,2015,2014,0,2015-03-31,INR,19526034230
RBI:EXP_SEL_PRIN_COMM_RN(1.0),N_A,EPC_CTTN_YRN,N_A,AFY,2015,2014,0,2015-03-31,USD,10774595062
